仓库A,仓库B,距离(km)
怀化辰溪仓库,邵阳绥宁仓库,257.8
怀化辰溪仓库,怀化通道仓库,259.4
怀化辰溪仓库,邵阳城步仓库,281.6
怀化辰溪仓库,国网湖南物资公司岳阳周转库,414.5
怀化辰溪仓库,岳阳云溪仓库,413.4
怀化辰溪仓库,岳阳君山仓库,399.3
怀化辰溪仓库,岳阳临湘仓库,452.1
怀化辰溪仓库,岳阳县仓库,405
怀化辰溪仓库,岳阳华容仓库,344.4
怀化辰溪仓库,岳阳汨罗仓库,368.1
怀化辰溪仓库,岳阳湘阴仓库,345
怀化辰溪仓库,岳阳平江仓库,417.3
湘西永顺仓库,张家界周转库,82.4
湘西永顺仓库,怀化溆浦仓库,265.7
湘西永顺仓库,湘西龙山仓库,82.2
湘西永顺仓库,张家界桑植仓库,73.7
湘西永顺仓库,国网湖南物资公司郴州周转库,710.8
湘西永顺仓库,郴州苏仙仓库,706.8
湘西永顺仓库,郴州北湖仓库,711.2
湘西永顺仓库,郴州桂阳仓库,698.8
湘西永顺仓库,郴州资兴仓库,701.6
湘西永顺仓库,衡阳耒阳仓库,626.9
湘西永顺仓库,郴州安仁仓库,626.4
湘西永顺仓库,株洲茶陵仓库,629.5
湘西永顺仓库,株洲炎陵仓库,672.1
湘西永顺仓库,衡阳常宁仓库,589.1
湘西永顺仓库,郴州桂东仓库,740.8
湘西永顺仓库,国网湖南物资公司衡阳周转库,547.9
湘西永顺仓库,株洲攸县仓库,594.9
湘西永顺仓库,衡阳衡东仓库,550.2
湘西永顺仓库,国网湖南物资公司怀化周转库,224.3
湘西永顺仓库,国网怀化中方芙蓉路仓库,226.8
湘西永顺仓库,怀化芷江仓库,240.7
湘西永顺仓库,怀化洪江市仓库,261.9
湘西永顺仓库,怀化洪江区仓库,265.4
湘西永顺仓库,邵阳洞口仓库,329
湘西永顺仓库,怀化会同仓库,300.3
湘西永顺仓库,怀化新晃仓库,269.4
湘西永顺仓库,怀化靖州仓库,339
湘西永顺仓库,邵阳武冈仓库,373.4
湘西永顺仓库,邵阳绥宁仓库,402.4
湘西永顺仓库,怀化通道仓库,404.1
湘西永顺仓库,邵阳城步仓库,426.2
湘西永顺仓库,国网湖南物资公司岳阳周转库,408.2
湘西永顺仓库,岳阳云溪仓库,407.1
湘西永顺仓库,岳阳君山仓库,393
湘西永顺仓库,岳阳临湘仓库,447.4
湘西永顺仓库,岳阳县仓库,458.2
湘西永顺仓库,岳阳华容仓库,338.1
湘西永顺仓库,岳阳汨罗仓库,421.2
湘西永顺仓库,岳阳湘阴仓库,398.2
湘西永顺仓库,岳阳平江仓库,470.5
张家界周转库,怀化溆浦仓库,251.8
张家界周转库,湘西龙山仓库,147.8
张家界周转库,张家界桑植仓库,64.1
张家界周转库,国网湖南物资公司郴州周转库,626.7
张家界周转库,郴州苏仙仓库,622.6
张家界周转库,郴州北湖仓库,627.1
张家界周转库,郴州桂阳仓库,614.6
张家界周转库,郴州资兴仓库,617.5
张家界周转库,衡阳耒阳仓库,542.8
张家界周转库,郴州安仁仓库,542.2
张家界周转库,株洲茶陵仓库,545.3
张家界周转库,株洲炎陵仓库,587.9
张家界周转库,衡阳常宁仓库,519.2
张家界周转库,郴州桂东仓库,656.7
张家界周转库,国网湖南物资公司衡阳周转库,473.6
张家界周转库,株洲攸县仓库,510.7
张家界周转库,衡阳衡东仓库,466
张家界周转库,国网湖南物资公司怀化周转库,274.4
张家界周转库,国网怀化中方芙蓉路仓库,276.9
张家界周转库,怀化芷江仓库,290.8
张家界周转库,怀化洪江市仓库,312.1
张家界周转库,怀化洪江区仓库,315.5
张家界周转库,邵阳洞口仓库,379.1
张家界周转库,怀化会同仓库,350.5
张家界周转库,怀化新晃仓库,319.5
张家界周转库,怀化靖州仓库,389.1
张家界周转库,邵阳武冈仓库,423.5
张家界周转库,邵阳绥宁仓库,452.5
张家界周转库,怀化通道仓库,454.2
张家界周转库,邵阳城步仓库,476.3
张家界周转库,国网湖南物资公司岳阳周转库,324.1
张家界周转库,岳阳云溪仓库,322.9
张家界周转库,岳阳君山仓库,308.9
张家界周转库,岳阳临湘仓库,363.3
张家界周转库,岳阳县仓库,374
张家界周转库,岳阳华容仓库,253.9
张家界周转库,岳阳汨罗仓库,337.1
张家界周转库,岳阳湘阴仓库,314
张家界周转库,岳阳平江仓库,386.4
怀化溆浦仓库,湘西龙山仓库,326.4
怀化溆浦仓库,张家界桑植仓库,353.2
怀化溆浦仓库,国网湖南物资公司郴州周转库,465
怀化溆浦仓库,郴州苏仙仓库,460.9
怀化溆浦仓库,郴州北湖仓库,465.4
怀化溆浦仓库,郴州桂阳仓库,434
怀化溆浦仓库,郴州资兴仓库,455.8
怀化溆浦仓库,衡阳耒阳仓库,376.9
怀化溆浦仓库,郴州安仁仓库,415.1
怀化溆浦仓库,株洲茶陵仓库,418.2
怀化溆浦仓库,株洲炎陵仓库,460.8
怀化溆浦仓库,衡阳常宁仓库,334
怀化溆浦仓库,郴州桂东仓库,529.5
怀化溆浦仓库,国网湖南物资公司衡阳周转库,292.7
怀化溆浦仓库,株洲攸县仓库,410
怀化溆浦仓库,衡阳衡东仓库,330.3
怀化溆浦仓库,国网湖南物资公司怀化周转库,88.9
怀化溆浦仓库,国网怀化中方芙蓉路仓库,86.9
怀化溆浦仓库,怀化芷江仓库,126
怀化溆浦仓库,怀化洪江市仓库,136.6
怀化溆浦仓库,怀化洪江区仓库,140.1
怀化溆浦仓库,邵阳洞口仓库,117
怀化溆浦仓库,怀化会同仓库,175
怀化溆浦仓库,怀化新晃仓库,180.8
怀化溆浦仓库,怀化靖州仓库,213.7
怀化溆浦仓库,邵阳武冈仓库,161.4
怀化溆浦仓库,邵阳绥宁仓库,183.9
怀化溆浦仓库,怀化通道仓库,278.8
怀化溆浦仓库,邵阳城步仓库,214.2
怀化溆浦仓库,国网湖南物资公司岳阳周转库,403
怀化溆浦仓库,岳阳云溪仓库,400.9
怀化溆浦仓库,岳阳君山仓库,418.7
怀化溆浦仓库,岳阳临湘仓库,423.8
怀化溆浦仓库,岳阳县仓库,376.7
怀化溆浦仓库,岳阳华容仓库,363.8
怀化溆浦仓库,岳阳汨罗仓库,339.8
怀化溆浦仓库,岳阳湘阴仓库,316.7
怀化溆浦仓库,岳阳平江仓库,389.1
湘西龙山仓库,张家界桑植仓库,89.3
湘西龙山仓库,国网湖南物资公司郴州周转库,764.9
湘西龙山仓库,郴州苏仙仓库,760.9
湘西龙山仓库,郴州北湖仓库,765.3
湘西龙山仓库,郴州桂阳仓库,752.9
湘西龙山仓库,郴州资兴仓库,755.8
湘西龙山仓库,衡阳耒阳仓库,681
湘西龙山仓库,郴州安仁仓库,680.5
湘西龙山仓库,株洲茶陵仓库,683.6
湘西龙山仓库,株洲炎陵仓库,726.2
湘西龙山仓库,衡阳常宁仓库,657.5
湘西龙山仓库,郴州桂东仓库,794.9
湘西龙山仓库,国网湖南物资公司衡阳周转库,611.9
湘西龙山仓库,株洲攸县仓库,649
湘西龙山仓库,衡阳衡东仓库,604.3
湘西龙山仓库,国网湖南物资公司怀化周转库,285.9
湘西龙山仓库,国网怀化中方芙蓉路仓库,288.3
湘西龙山仓库,怀化芷江仓库,302.2
湘西龙山仓库,怀化洪江市仓库,323.5
湘西龙山仓库,怀化洪江区仓库,327
湘西龙山仓库,邵阳洞口仓库,390.6
湘西龙山仓库,怀化会同仓库,361.9
湘西龙山仓库,怀化新晃仓库,330.9
湘西龙山仓库,怀化靖州仓库,400.6
湘西龙山仓库,邵阳武冈仓库,435
湘西龙山仓库,邵阳绥宁仓库,464
湘西龙山仓库,怀化通道仓库,465.6
湘西龙山仓库,邵阳城步仓库,487.8
湘西龙山仓库,国网湖南物资公司岳阳周转库,462.3
湘西龙山仓库,岳阳云溪仓库,461.2
湘西龙山仓库,岳阳君山仓库,447.1
湘西龙山仓库,岳阳临湘仓库,501.5
湘西龙山仓库,岳阳县仓库,512.3
湘西龙山仓库,岳阳华容仓库,392.2
湘西龙山仓库,岳阳汨罗仓库,475.4
湘西龙山仓库,岳阳湘阴仓库,452.3
湘西龙山仓库,岳阳平江仓库,524.6
张家界桑植仓库,国网湖南物资公司郴州周转库,680.4
张家界桑植仓库,郴州苏仙仓库,676.3
张家界桑植仓库,郴州北湖仓库,680.8
张家界桑植仓库,郴州桂阳仓库,668.3
张家界桑植仓库,郴州资兴仓库,671.2
张家界桑植仓库,衡阳耒阳仓库,596.5
张家界桑植仓库,郴州安仁仓库,595.9
张家界桑植仓库,株洲茶陵仓库,599
张家界桑植仓库,株洲炎陵仓库,641.6
张家界桑植仓库,衡阳常宁仓库,572.9
张家界桑植仓库,郴州桂东仓库,710.4
张家界桑植仓库,国网湖南物资公司衡阳周转库,527.3
张家界桑植仓库,株洲攸县仓库,564.4
张家界桑植仓库,衡阳衡东仓库,519.7
张家界桑植仓库,国网湖南物资公司怀化周转库,311.6
张家界桑植仓库,国网怀化中方芙蓉路仓库,314.1
张家界桑植仓库,怀化芷江仓库,328
张家界桑植仓库,怀化洪江市仓库,349.3
张家界桑植仓库,怀化洪江区仓库,352.7
张家界桑植仓库,邵阳洞口仓库,416.3
张家界桑植仓库,怀化会同仓库,387.7
张家界桑植仓库,怀化新晃仓库,356.7
张家界桑植仓库,怀化靖州仓库,426.3
张家界桑植仓库,邵阳武冈仓库,460.7
张家界桑植仓库,邵阳绥宁仓库,489.8
张家界桑植仓库,怀化通道仓库,491.4
张家界桑植仓库,邵阳城步仓库,513.5
张家界桑植仓库,国网湖南物资公司岳阳周转库,377.8
张家界桑植仓库,岳阳云溪仓库,376.6
张家界桑植仓库,岳阳君山仓库,362.5
张家界桑植仓库,岳阳临湘仓库,417
张家界桑植仓库,岳阳县仓库,427.7
张家界桑植仓库,岳阳华容仓库,307.6
张家界桑植仓库,岳阳汨罗仓库,390.8
张家界桑植仓库,岳阳湘阴仓库,367.7
张家界桑植仓库,岳阳平江仓库,440.1
国网湖南物资公司郴州周转库,郴州苏仙仓库,4.7
国网湖南物资公司郴州周转库,郴州北湖仓库,2.9
国网湖南物资公司郴州周转库,郴州桂阳仓库,33.4
国网湖南物资公司郴州周转库,郴州资兴仓库,39.2
国网湖南物资公司郴州周转库,衡阳耒阳仓库,86.5
国网湖南物资公司郴州周转库,郴州安仁仓库,129.8
国网湖南物资公司郴州周转库,株洲茶陵仓库,150.7
国网湖南物资公司郴州周转库,株洲炎陵仓库,158.2
国网湖南物资公司郴州周转库,衡阳常宁仓库,130.9
国网湖南物资公司郴州周转库,郴州桂东仓库,168.5
国网湖南物资公司郴州周转库,国网湖南物资公司衡阳周转库,187.6
国网湖南物资公司郴州周转库,株洲攸县仓库,169.5
国网湖南物资公司郴州周转库,衡阳衡东仓库,207.3
国网湖南物资公司郴州周转库,国网湖南物资公司怀化周转库,521
国网湖南物资公司郴州周转库,国网怀化中方芙蓉路仓库,525.2
国网湖南物资公司郴州周转库,怀化芷江仓库,522.2
国网湖南物资公司郴州周转库,怀化洪江市仓库,518.4
国网湖南物资公司郴州周转库,怀化洪江区仓库,521.9
国网湖南物资公司郴州周转库,邵阳洞口仓库,410.8
国网湖南物资公司郴州周转库,怀化会同仓库,562.1
国网湖南物资公司郴州周转库,怀化新晃仓库,577.9
国网湖南物资公司郴州周转库,怀化靖州仓库,548.3
国网湖南物资公司郴州周转库,邵阳武冈仓库,395.9
国网湖南物资公司郴州周转库,邵阳绥宁仓库,499.7
国网湖南物资公司郴州周转库,怀化通道仓库,480.1
国网湖南物资公司郴州周转库,邵阳城步仓库,487.7
国网湖南物资公司郴州周转库,国网湖南物资公司岳阳周转库,494.5
国网湖南物资公司郴州周转库,岳阳云溪仓库,492.4
国网湖南物资公司郴州周转库,岳阳君山仓库,521.5
国网湖南物资公司郴州周转库,岳阳临湘仓库,485.4
国网湖南物资公司郴州周转库,岳阳县仓库,468.2
国网湖南物资公司郴州周转库,岳阳华容仓库,538.4
国网湖南物资公司郴州周转库,岳阳汨罗仓库,431.1
国网湖南物资公司郴州周转库,岳阳湘阴仓库,407
国网湖南物资公司郴州周转库,岳阳平江仓库,379.2
郴州苏仙仓库,郴州北湖仓库,6.2
郴州苏仙仓库,郴州桂阳仓库,35.5
郴州苏仙仓库,郴州资兴仓库,33.6
郴州苏仙仓库,衡阳耒阳仓库,87.9
郴州苏仙仓库,郴州安仁仓库,128.1
郴州苏仙仓库,株洲茶陵仓库,149
郴州苏仙仓库,株洲炎陵仓库,154.3
郴州苏仙仓库,衡阳常宁仓库,133
郴州苏仙仓库,郴州桂东仓库,164.5
郴州苏仙仓库,国网湖南物资公司衡阳周转库,189.7
郴州苏仙仓库,株洲攸县仓库,167.7
郴州苏仙仓库,衡阳衡东仓库,205.6
郴州苏仙仓库,国网湖南物资公司怀化周转库,523.2
郴州苏仙仓库,国网怀化中方芙蓉路仓库,527.3
郴州苏仙仓库,怀化芷江仓库,524.3
郴州苏仙仓库,怀化洪江市仓库,520.5
郴州苏仙仓库,怀化洪江区仓库,524
郴州苏仙仓库,邵阳洞口仓库,412.9
郴州苏仙仓库,怀化会同仓库,564.2
郴州苏仙仓库,怀化新晃仓库,580
郴州苏仙仓库,怀化靖州仓库,550.4
郴州苏仙仓库,邵阳武冈仓库,398.1
郴州苏仙仓库,邵阳绥宁仓库,501.8
郴州苏仙仓库,怀化通道仓库,482.3
郴州苏仙仓库,邵阳城步仓库,489.9
郴州苏仙仓库,国网湖南物资公司岳阳周转库,470
郴州苏仙仓库,岳阳云溪仓库,467.8
郴州苏仙仓库,岳阳君山仓库,496.9
郴州苏仙仓库,岳阳临湘仓库,483.7
郴州苏仙仓库,岳阳县仓库,470.4
郴州苏仙仓库,岳阳华容仓库,540.6
郴州苏仙仓库,岳阳汨罗仓库,433.3
郴州苏仙仓库,岳阳湘阴仓库,409.2
郴州苏仙仓库,岳阳平江仓库,377.5
郴州北湖仓库,郴州桂阳仓库,33.2
郴州北湖仓库,郴州资兴仓库,39
郴州北湖仓库,衡阳耒阳仓库,88.1
郴州北湖仓库,郴州安仁仓库,129.6
郴州北湖仓库,株洲茶陵仓库,150.5
郴州北湖仓库,株洲炎陵仓库,157.7
郴州北湖仓库,衡阳常宁仓库,130.7
郴州北湖仓库,郴州桂东仓库,168.6
郴州北湖仓库,国网湖南物资公司衡阳周转库,187.4
郴州北湖仓库,株洲攸县仓库,169.3
郴州北湖仓库,衡阳衡东仓库,207.1
郴州北湖仓库,国网湖南物资公司怀化周转库,520.6
郴州北湖仓库,国网怀化中方芙蓉路仓库,524.8
郴州北湖仓库,怀化芷江仓库,521.8
郴州北湖仓库,怀化洪江市仓库,518
郴州北湖仓库,怀化洪江区仓库,521.5
郴州北湖仓库,邵阳洞口仓库,410.4
郴州北湖仓库,怀化会同仓库,561.7
郴州北湖仓库,怀化新晃仓库,577.5
郴州北湖仓库,怀化靖州仓库,547.9
郴州北湖仓库,邵阳武冈仓库,395.6
郴州北湖仓库,邵阳绥宁仓库,499.3
郴州北湖仓库,怀化通道仓库,479.8
郴州北湖仓库,邵阳城步仓库,487.4
郴州北湖仓库,国网湖南物资公司岳阳周转库,494.4
郴州北湖仓库,岳阳云溪仓库,492.2
郴州北湖仓库,岳阳君山仓库,521.3
郴州北湖仓库,岳阳临湘仓库,515.1
郴州北湖仓库,岳阳县仓库,468.1
郴州北湖仓库,岳阳华容仓库,538.2
郴州北湖仓库,岳阳汨罗仓库,431
郴州北湖仓库,岳阳湘阴仓库,406.8
郴州北湖仓库,岳阳平江仓库,379
郴州桂阳仓库,郴州资兴仓库,67.9
郴州桂阳仓库,衡阳耒阳仓库,89.3
郴州桂阳仓库,郴州安仁仓库,148
郴州桂阳仓库,株洲茶陵仓库,169
郴州桂阳仓库,株洲炎陵仓库,194.6
郴州桂阳仓库,衡阳常宁仓库,96.5
郴州桂阳仓库,郴州桂东仓库,190.3
郴州桂阳仓库,国网湖南物资公司衡阳周转库,160.4
郴州桂阳仓库,株洲攸县仓库,241.2
郴州桂阳仓库,衡阳衡东仓库,208.8
郴州桂阳仓库,国网湖南物资公司怀化周转库,495.5
郴州桂阳仓库,国网怀化中方芙蓉路仓库,499.6
郴州桂阳仓库,怀化芷江仓库,496.6
郴州桂阳仓库,怀化洪江市仓库,492.8
郴州桂阳仓库,怀化洪江区仓库,496.3
郴州桂阳仓库,邵阳洞口仓库,385.2
郴州桂阳仓库,怀化会同仓库,536.6
郴州桂阳仓库,怀化新晃仓库,552.3
郴州桂阳仓库,怀化靖州仓库,522.7
郴州桂阳仓库,邵阳武冈仓库,370.4
郴州桂阳仓库,邵阳绥宁仓库,474.1
郴州桂阳仓库,怀化通道仓库,454.6
郴州桂阳仓库,邵阳城步仓库,462.2
郴州桂阳仓库,国网湖南物资公司岳阳周转库,467.4
郴州桂阳仓库,岳阳云溪仓库,465.3
郴州桂阳仓库,岳阳君山仓库,494.4
郴州桂阳仓库,岳阳临湘仓库,488.2
郴州桂阳仓库,岳阳县仓库,441.1
郴州桂阳仓库,岳阳华容仓库,511.3
郴州桂阳仓库,岳阳汨罗仓库,404
郴州桂阳仓库,岳阳湘阴仓库,379.9
郴州桂阳仓库,岳阳平江仓库,450.9
郴州资兴仓库,衡阳耒阳仓库,87.1
郴州资兴仓库,郴州安仁仓库,105.1
郴州资兴仓库,株洲茶陵仓库,126
郴州资兴仓库,株洲炎陵仓库,128.1
郴州资兴仓库,衡阳常宁仓库,128.2
郴州资兴仓库,郴州桂东仓库,117.3
郴州资兴仓库,国网湖南物资公司衡阳周转库,156.6
郴州资兴仓库,株洲攸县仓库,144.8
郴州资兴仓库,衡阳衡东仓库,182.6
郴州资兴仓库,国网湖南物资公司怀化周转库,512.2
郴州资兴仓库,国网怀化中方芙蓉路仓库,516.3
郴州资兴仓库,怀化芷江仓库,513.3
郴州资兴仓库,怀化洪江市仓库,509.5
郴州资兴仓库,怀化洪江区仓库,513
郴州资兴仓库,邵阳洞口仓库,401.9
郴州资兴仓库,怀化会同仓库,553.3
郴州资兴仓库,怀化新晃仓库,569
郴州资兴仓库,怀化靖州仓库,552.3
郴州资兴仓库,邵阳武冈仓库,426.1
郴州资兴仓库,邵阳绥宁仓库,490.8
郴州资兴仓库,怀化通道仓库,524.1
郴州资兴仓库,邵阳城步仓库,478.9
郴州资兴仓库,国网湖南物资公司岳阳周转库,447
郴州资兴仓库,岳阳云溪仓库,444.9
郴州资兴仓库,岳阳君山仓库,474
郴州资兴仓库,岳阳临湘仓库,460.7
郴州资兴仓库,岳阳县仓库,425.2
郴州资兴仓库,岳阳华容仓库,528.3
郴州资兴仓库,岳阳汨罗仓库,394.8
郴州资兴仓库,岳阳湘阴仓库,375.2
郴州资兴仓库,岳阳平江仓库,354.5
衡阳耒阳仓库,郴州安仁仓库,74.9
衡阳耒阳仓库,株洲茶陵仓库,100.9
衡阳耒阳仓库,株洲炎陵仓库,135.7
衡阳耒阳仓库,衡阳常宁仓库,59.3
衡阳耒阳仓库,郴州桂东仓库,204.4
衡阳耒阳仓库,国网湖南物资公司衡阳周转库,69.5
衡阳耒阳仓库,株洲攸县仓库,112.4
衡阳耒阳仓库,衡阳衡东仓库,100.4
衡阳耒阳仓库,国网湖南物资公司怀化周转库,425.1
衡阳耒阳仓库,国网怀化中方芙蓉路仓库,429.2
衡阳耒阳仓库,怀化芷江仓库,426.3
衡阳耒阳仓库,怀化洪江市仓库,422.5
衡阳耒阳仓库,怀化洪江区仓库,425.9
衡阳耒阳仓库,邵阳洞口仓库,314.9
衡阳耒阳仓库,怀化会同仓库,466.2
衡阳耒阳仓库,怀化新晃仓库,482
衡阳耒阳仓库,怀化靖州仓库,465.2
衡阳耒阳仓库,邵阳武冈仓库,339
衡阳耒阳仓库,邵阳绥宁仓库,403.8
衡阳耒阳仓库,怀化通道仓库,465.8
衡阳耒阳仓库,邵阳城步仓库,391.8
衡阳耒阳仓库,国网湖南物资公司岳阳周转库,400
衡阳耒阳仓库,岳阳云溪仓库,397.9
衡阳耒阳仓库,岳阳君山仓库,427
衡阳耒阳仓库,岳阳临湘仓库,420.8
衡阳耒阳仓库,岳阳县仓库,373.7
衡阳耒阳仓库,岳阳华容仓库,443.9
衡阳耒阳仓库,岳阳汨罗仓库,336.6
衡阳耒阳仓库,岳阳湘阴仓库,312.5
衡阳耒阳仓库,岳阳平江仓库,322.2
郴州安仁仓库,株洲茶陵仓库,44.2
郴州安仁仓库,株洲炎陵仓库,76.7
郴州安仁仓库,衡阳常宁仓库,113.7
郴州安仁仓库,郴州桂东仓库,155.6
郴州安仁仓库,国网湖南物资公司衡阳周转库,137.8
郴州安仁仓库,株洲攸县仓库,40.4
