仓库A,仓库B,距离(km)
永州祁阳仓库,永州道县仓库,137.1
永州祁阳仓库,邵阳新宁仓库,165.9
永州祁阳仓库,永州宁远仓库,140.3
永州祁阳仓库,永州蓝山仓库,168.5
永州祁阳仓库,郴州嘉禾仓库,177.2
永州祁阳仓库,永州江华仓库,239.8
永州祁阳仓库,永州江永仓库,241.9
永州祁阳仓库,国网湖南物资公司长沙周转库,273.4
永州祁阳仓库,长沙县仓库,280.5
永州祁阳仓库,长沙望城仓库,274.5
永州祁阳仓库,长沙宁乡仓库,280.6
永州祁阳仓库,国网湖南物资公司株洲周转库,244.9
永州祁阳仓库,国网湖南物资公司湘潭周转库,219.9
永州祁阳仓库,湘潭韶山仓库,219.5
永州祁阳仓库,湘潭县仓库,215.2
永州祁阳仓库,国网湖南物资公司益阳周转库,280.4
永州祁阳仓库,湘潭湘乡仓库,205.4
永州祁阳仓库,长沙浏阳仓库,334
永州祁阳仓库,株洲醴陵仓库,265.6
永州祁阳仓库,衡阳衡山仓库,167
永州祁阳仓库,国网湖南物资公司湘西周转库,412.7
永州祁阳仓库,湘西凤凰仓库,380.1
永州祁阳仓库,湘西古丈仓库,460.1
永州祁阳仓库,怀化麻阳仓库,354
永州祁阳仓库,湘西泸溪仓库,388.6
永州祁阳仓库,湘西保靖仓库,497.2
永州祁阳仓库,怀化沅陵仓库,387.1
永州祁阳仓库,怀化辰溪仓库,360.1
永州祁阳仓库,湘西永顺仓库,525.7
永州祁阳仓库,张家界周转库,511.8
永州祁阳仓库,怀化溆浦仓库,305.7
永州祁阳仓库,湘西龙山仓库,586.2
永州祁阳仓库,张家界桑植仓库,565.9
永州祁阳仓库,国网湖南物资公司郴州周转库,229.7
永州祁阳仓库,郴州苏仙仓库,225.6
永州祁阳仓库,郴州北湖仓库,230.1
永州祁阳仓库,郴州桂阳仓库,189
永州祁阳仓库,郴州资兴仓库,220.5
永州祁阳仓库,衡阳耒阳仓库,129.6
永州祁阳仓库,郴州安仁仓库,184.2
永州祁阳仓库,株洲茶陵仓库,210.2
永州祁阳仓库,株洲炎陵仓库,245
永州祁阳仓库,衡阳常宁仓库,73.2
永州祁阳仓库,郴州桂东仓库,313.7
永州祁阳仓库,国网湖南物资公司衡阳周转库,96.7
永州祁阳仓库,株洲攸县仓库,221.7
永州祁阳仓库,衡阳衡东仓库,155.6
永州祁阳仓库,国网湖南物资公司怀化周转库,313.2
永州祁阳仓库,国网怀化中方芙蓉路仓库,317.3
永州祁阳仓库,怀化芷江仓库,314.3
永州祁阳仓库,怀化洪江市仓库,310.5
永州祁阳仓库,怀化洪江区仓库,314
永州祁阳仓库,邵阳洞口仓库,202.9
永州祁阳仓库,怀化会同仓库,354.2
永州祁阳仓库,怀化新晃仓库,370
永州祁阳仓库,怀化靖州仓库,353.3
永州祁阳仓库,邵阳武冈仓库,220.9
永州祁阳仓库,邵阳绥宁仓库,291.8
永州祁阳仓库,怀化通道仓库,353.9
永州祁阳仓库,邵阳城步仓库,279.9
永州祁阳仓库,国网湖南物资公司岳阳周转库,400.5
永州祁阳仓库,岳阳云溪仓库,398.4
永州祁阳仓库,岳阳君山仓库,427.5
永州祁阳仓库,岳阳临湘仓库,421.3
永州祁阳仓库,岳阳县仓库,374.2
永州祁阳仓库,岳阳华容仓库,412
永州祁阳仓库,岳阳汨罗仓库,337.1
永州祁阳仓库,岳阳湘阴仓库,313
永州祁阳仓库,岳阳平江仓库,373.4
永州双牌仓库,永州新田仓库,84.5
永州双牌仓库,永州道县仓库,56.6
永州双牌仓库,邵阳新宁仓库,178.7
永州双牌仓库,永州宁远仓库,93.8
永州双牌仓库,永州蓝山仓库,123.5
永州双牌仓库,郴州嘉禾仓库,132.2
永州双牌仓库,永州江华仓库,102.4
永州双牌仓库,永州江永仓库,104.2
永州双牌仓库,国网湖南物资公司长沙周转库,360.2
永州双牌仓库,长沙县仓库,367.3
永州双牌仓库,长沙望城仓库,361.3
永州双牌仓库,长沙宁乡仓库,367
永州双牌仓库,国网湖南物资公司株洲周转库,331.7
永州双牌仓库,国网湖南物资公司湘潭周转库,306.7
永州双牌仓库,湘潭韶山仓库,312.1
永州双牌仓库,湘潭县仓库,301.9
永州双牌仓库,国网湖南物资公司益阳周转库,372.2
永州双牌仓库,湘潭湘乡仓库,297.9
永州双牌仓库,长沙浏阳仓库,420.7
永州双牌仓库,株洲醴陵仓库,352.4
永州双牌仓库,衡阳衡山仓库,253.8
永州双牌仓库,国网湖南物资公司湘西周转库,432
永州双牌仓库,湘西凤凰仓库,399.3
永州双牌仓库,湘西古丈仓库,479.4
永州双牌仓库,怀化麻阳仓库,373.3
永州双牌仓库,湘西泸溪仓库,429.6
永州双牌仓库,湘西保靖仓库,516.5
永州双牌仓库,怀化沅陵仓库,430.2
永州双牌仓库,怀化辰溪仓库,401.1
永州双牌仓库,湘西永顺仓库,545
永州双牌仓库,张家界周转库,554.9
永州双牌仓库,怀化溆浦仓库,348.8
永州双牌仓库,湘西龙山仓库,605.5
永州双牌仓库,张家界桑植仓库,608.9
永州双牌仓库,国网湖南物资公司郴州周转库,207.5
永州双牌仓库,郴州苏仙仓库,210.3
永州双牌仓库,郴州北湖仓库,207.4
永州双牌仓库,郴州桂阳仓库,176.4
永州双牌仓库,郴州资兴仓库,251.2
永州双牌仓库,衡阳耒阳仓库,197.6
永州双牌仓库,郴州安仁仓库,252.2
永州双牌仓库,株洲茶陵仓库,278.2
永州双牌仓库,株洲炎陵仓库,313.1
永州双牌仓库,衡阳常宁仓库,154.7
永州双牌仓库,郴州桂东仓库,350.7
永州双牌仓库,国网湖南物资公司衡阳周转库,180.1
永州双牌仓库,株洲攸县仓库,289.8
永州双牌仓库,衡阳衡东仓库,228.5
永州双牌仓库,国网湖南物资公司怀化周转库,332.5
永州双牌仓库,国网怀化中方芙蓉路仓库,336.6
永州双牌仓库,怀化芷江仓库,333.6
永州双牌仓库,怀化洪江市仓库,329.8
永州双牌仓库,怀化洪江区仓库,333.3
永州双牌仓库,邵阳洞口仓库,222.2
永州双牌仓库,怀化会同仓库,373.5
永州双牌仓库,怀化新晃仓库,389.3
永州双牌仓库,怀化靖州仓库,372.6
永州双牌仓库,邵阳武冈仓库,207.4
永州双牌仓库,邵阳绥宁仓库,311.1
永州双牌仓库,怀化通道仓库,363.6
永州双牌仓库,邵阳城步仓库,299.2
永州双牌仓库,国网湖南物资公司岳阳周转库,487.2
永州双牌仓库,岳阳云溪仓库,485.1
永州双牌仓库,岳阳君山仓库,514.2
永州双牌仓库,岳阳临湘仓库,508
永州双牌仓库,岳阳县仓库,461
永州双牌仓库,岳阳华容仓库,503.9
永州双牌仓库,岳阳汨罗仓库,423.9
永州双牌仓库,岳阳湘阴仓库,399.7
永州双牌仓库,岳阳平江仓库,460.2
永州新田仓库,永州道县仓库,88.1
永州新田仓库,邵阳新宁仓库,246.6
永州新田仓库,永州宁远仓库,52.8
永州新田仓库,永州蓝山仓库,78
永州新田仓库,郴州嘉禾仓库,42.5
永州新田仓库,永州江华仓库,149.2
永州新田仓库,永州江永仓库,151.4
永州新田仓库,国网湖南物资公司长沙周转库,331.8
永州新田仓库,长沙县仓库,338.9
永州新田仓库,长沙望城仓库,333
永州新田仓库,长沙宁乡仓库,339
永州新田仓库,国网湖南物资公司株洲周转库,303.3
永州新田仓库,国网湖南物资公司湘潭周转库,278.3
永州新田仓库,湘潭韶山仓库,301.5
永州新田仓库,湘潭县仓库,273.6
永州新田仓库,国网湖南物资公司益阳周转库,372.8
永州新田仓库,湘潭湘乡仓库,275.1
永州新田仓库,长沙浏阳仓库,389.4
永州新田仓库,株洲醴陵仓库,319.3
永州新田仓库,衡阳衡山仓库,225.4
永州新田仓库,国网湖南物资公司湘西周转库,500
永州新田仓库,湘西凤凰仓库,467.3
永州新田仓库,湘西古丈仓库,547.4
永州新田仓库,怀化麻阳仓库,441.2
永州新田仓库,湘西泸溪仓库,475.8
永州新田仓库,湘西保靖仓库,584.4
永州新田仓库,怀化沅陵仓库,474.3
永州新田仓库,怀化辰溪仓库,447.3
永州新田仓库,湘西永顺仓库,612.9
永州新田仓库,张家界周转库,599.1
永州新田仓库,怀化溆浦仓库,393
永州新田仓库,湘西龙山仓库,673.4
永州新田仓库,张家界桑植仓库,653.1
永州新田仓库,国网湖南物资公司郴州周转库,110.8
永州新田仓库,郴州苏仙仓库,113.6
永州新田仓库,郴州北湖仓库,110.7
永州新田仓库,郴州桂阳仓库,76.8
永州新田仓库,郴州资兴仓库,145.8
永州新田仓库,衡阳耒阳仓库,140.5
永州新田仓库,郴州安仁仓库,195.1
永州新田仓库,株洲茶陵仓库,221.2
永州新田仓库,株洲炎陵仓库,256
永州新田仓库,衡阳常宁仓库,98.5
永州新田仓库,郴州桂东仓库,261.7
永州新田仓库,国网湖南物资公司衡阳周转库,151.9
永州新田仓库,株洲攸县仓库,232.7
永州新田仓库,衡阳衡东仓库,200.3
永州新田仓库,国网湖南物资公司怀化周转库,400.4
永州新田仓库,国网怀化中方芙蓉路仓库,404.5
永州新田仓库,怀化芷江仓库,401.5
永州新田仓库,怀化洪江市仓库,397.8
永州新田仓库,怀化洪江区仓库,401.2
永州新田仓库,邵阳洞口仓库,290.1
永州新田仓库,怀化会同仓库,441.5
永州新田仓库,怀化新晃仓库,457.2
永州新田仓库,怀化靖州仓库,440.5
永州新田仓库,邵阳武冈仓库,275.3
永州新田仓库,邵阳绥宁仓库,379
永州新田仓库,怀化通道仓库,429.8
永州新田仓库,邵阳城步仓库,367.1
永州新田仓库,国网湖南物资公司岳阳周转库,458.9
永州新田仓库,岳阳云溪仓库,456.8
永州新田仓库,岳阳君山仓库,485.9
永州新田仓库,岳阳临湘仓库,479.7
永州新田仓库,岳阳县仓库,432.6
永州新田仓库,岳阳华容仓库,502.8
永州新田仓库,岳阳汨罗仓库,395.5
永州新田仓库,岳阳湘阴仓库,371.4
永州新田仓库,岳阳平江仓库,442.4
永州道县仓库,邵阳新宁仓库,242
永州道县仓库,永州宁远仓库,39.2
永州道县仓库,永州蓝山仓库,86.5
永州道县仓库,郴州嘉禾仓库,95.1
永州道县仓库,永州江华仓库,46.7
永州道县仓库,永州江永仓库,48.5
永州道县仓库,国网湖南物资公司长沙周转库,439
永州道县仓库,长沙县仓库,446
永州道县仓库,长沙望城仓库,440.1
永州道县仓库,长沙宁乡仓库,446.2
永州道县仓库,国网湖南物资公司株洲周转库,410.4
永州道县仓库,国网湖南物资公司湘潭周转库,385.4
永州道县仓库,湘潭韶山仓库,408.6
永州道县仓库,湘潭县仓库,380.7
永州道县仓库,国网湖南物资公司益阳周转库,428.9
永州道县仓库,湘潭湘乡仓库,382.3
永州道县仓库,长沙浏阳仓库,496.5
永州道县仓库,株洲醴陵仓库,426.4
永州道县仓库,衡阳衡山仓库,332.5
永州道县仓库,国网湖南物资公司湘西周转库,488.7
永州道县仓库,湘西凤凰仓库,456
永州道县仓库,湘西古丈仓库,536.1
永州道县仓库,怀化麻阳仓库,430
永州道县仓库,湘西泸溪仓库,486.3
永州道县仓库,湘西保靖仓库,573.2
永州道县仓库,怀化沅陵仓库,486.9
永州道县仓库,怀化辰溪仓库,457.8
永州道县仓库,湘西永顺仓库,601.7
永州道县仓库,张家界周转库,611.6
永州道县仓库,怀化溆浦仓库,405.5
永州道县仓库,湘西龙山仓库,662.2
永州道县仓库,张家界桑植仓库,665.6
永州道县仓库,国网湖南物资公司郴州周转库,170.3
永州道县仓库,郴州苏仙仓库,173.1
永州道县仓库,郴州北湖仓库,170.3
永州道县仓库,郴州桂阳仓库,139.3
永州道县仓库,郴州资兴仓库,214.1
永州道县仓库,衡阳耒阳仓库,247.6
永州道县仓库,郴州安仁仓库,302.3
永州道县仓库,株洲茶陵仓库,328.3
永州道县仓库,株洲炎陵仓库,363.1
永州道县仓库,衡阳常宁仓库,205.6
永州道县仓库,郴州桂东仓库,313.5
永州道县仓库,国网湖南物资公司衡阳周转库,259
永州道县仓库,株洲攸县仓库,339.8
永州道县仓库,衡阳衡东仓库,307.4
永州道县仓库,国网湖南物资公司怀化周转库,389.1
永州道县仓库,国网怀化中方芙蓉路仓库,393.3
永州道县仓库,怀化芷江仓库,390.3
永州道县仓库,怀化洪江市仓库,386.5
永州道县仓库,怀化洪江区仓库,390
永州道县仓库,邵阳洞口仓库,278.9
永州道县仓库,怀化会同仓库,423.1
永州道县仓库,怀化新晃仓库,446
永州道县仓库,怀化靖州仓库,395.5
永州道县仓库,邵阳武冈仓库,285.8
永州道县仓库,邵阳绥宁仓库,359.8
永州道县仓库,怀化通道仓库,327.4
永州道县仓库,邵阳城步仓库,342.5
永州道县仓库,国网湖南物资公司岳阳周转库,566
永州道县仓库,岳阳云溪仓库,563.9
永州道县仓库,岳阳君山仓库,593
永州道县仓库,岳阳临湘仓库,586.8
永州道县仓库,岳阳县仓库,539.7
永州道县仓库,岳阳华容仓库,560.6
永州道县仓库,岳阳汨罗仓库,502.6
永州道县仓库,岳阳湘阴仓库,478.5
永州道县仓库,岳阳平江仓库,549.6
邵阳新宁仓库,永州宁远仓库,255.1
邵阳新宁仓库,永州蓝山仓库,283.3
邵阳新宁仓库,郴州嘉禾仓库,292
邵阳新宁仓库,永州江华仓库,271.4
邵阳新宁仓库,永州江永仓库,273.5
邵阳新宁仓库,国网湖南物资公司长沙周转库,335.5
邵阳新宁仓库,长沙县仓库,353.3
邵阳新宁仓库,长沙望城仓库,347.3
邵阳新宁仓库,长沙宁乡仓库,319.3
邵阳新宁仓库,国网湖南物资公司株洲周转库,337.4
邵阳新宁仓库,国网湖南物资公司湘潭周转库,316.7
邵阳新宁仓库,湘潭韶山仓库,272
邵阳新宁仓库,湘潭县仓库,307.5
邵阳新宁仓库,国网湖南物资公司益阳周转库,324.5
邵阳新宁仓库,湘潭湘乡仓库,257.9
邵阳新宁仓库,长沙浏阳仓库,406.7
邵阳新宁仓库,株洲醴陵仓库,358.1
邵阳新宁仓库,衡阳衡山仓库,300.4
邵阳新宁仓库,国网湖南物资公司湘西周转库,309.2
邵阳新宁仓库,湘西凤凰仓库,276.5
邵阳新宁仓库,湘西古丈仓库,356.6
邵阳新宁仓库,怀化麻阳仓库,250.4
邵阳新宁仓库,湘西泸溪仓库,306.8
邵阳新宁仓库,湘西保靖仓库,393.6
邵阳新宁仓库,怀化沅陵仓库,342.8
邵阳新宁仓库,怀化辰溪仓库,278.2
邵阳新宁仓库,湘西永顺仓库,422.1
邵阳新宁仓库,张家界周转库,471.3
邵阳新宁仓库,怀化溆浦仓库,209.8
邵阳新宁仓库,湘西龙山仓库,482.6
邵阳新宁仓库,张家界桑植仓库,509.5
邵阳新宁仓库,国网湖南物资公司郴州周转库,367.3
邵阳新宁仓库,郴州苏仙仓库,370.1
邵阳新宁仓库,郴州北湖仓库,367.2
邵阳新宁仓库,郴州桂阳仓库,336.2
邵阳新宁仓库,郴州资兴仓库,379.5
邵阳新宁仓库,衡阳耒阳仓库,288.6
邵阳新宁仓库,郴州安仁仓库,343.2
邵阳新宁仓库,株洲茶陵仓库,369.2
邵阳新宁仓库,株洲炎陵仓库,404
邵阳新宁仓库,衡阳常宁仓库,245.7
邵阳新宁仓库,郴州桂东仓库,472.7
邵阳新宁仓库,国网湖南物资公司衡阳周转库,243.9
邵阳新宁仓库,株洲攸县仓库,352.8
邵阳新宁仓库,衡阳衡东仓库,289
邵阳新宁仓库,国网湖南物资公司怀化周转库,209.6
邵阳新宁仓库,国网怀化中方芙蓉路仓库,213.7
邵阳新宁仓库,怀化芷江仓库,210.8
邵阳新宁仓库,怀化洪江市仓库,207
邵阳新宁仓库,怀化洪江区仓库,210.4
邵阳新宁仓库,邵阳洞口仓库,99.3
邵阳新宁仓库,怀化会同仓库,222.7
邵阳新宁仓库,怀化新晃仓库,266.5
邵阳新宁仓库,怀化靖州仓库,195.1
邵阳新宁仓库,邵阳武冈仓库,50.1
邵阳新宁仓库,邵阳绥宁仓库,133.7
邵阳新宁仓库,怀化通道仓库,195.7
邵阳新宁仓库,邵阳城步仓库,121.7
邵阳新宁仓库,国网湖南物资公司岳阳周转库,460.2
邵阳新宁仓库,岳阳云溪仓库,458.1
邵阳新宁仓库,岳阳君山仓库,487.2
邵阳新宁仓库,岳阳临湘仓库,480.9
邵阳新宁仓库,岳阳县仓库,433.9
邵阳新宁仓库,岳阳华容仓库,456.2
邵阳新宁仓库,岳阳汨罗仓库,397
邵阳新宁仓库,岳阳湘阴仓库,373.9
邵阳新宁仓库,岳阳平江仓库,446.2
永州宁远仓库,永州蓝山仓库,42.8
永州宁远仓库,郴州嘉禾仓库,57.6
永州宁远仓库,永州江华仓库,84.5
永州宁远仓库,永州江永仓库,86.6
永州宁远仓库,国网湖南物资公司长沙周转库,401.5
永州宁远仓库,长沙县仓库,408.6
永州宁远仓库,长沙望城仓库,402.6
永州宁远仓库,长沙宁乡仓库,408.7
永州宁远仓库,国网湖南物资公司株洲周转库,373
永州宁远仓库,国网湖南物资公司湘潭周转库,348
永州宁远仓库,湘潭韶山仓库,371.2
永州宁远仓库,湘潭县仓库,343.2
永州宁远仓库,国网湖南物资公司益阳周转库,413.4
永州宁远仓库,湘潭湘乡仓库,338.4
永州宁远仓库,长沙浏阳仓库,459
永州宁远仓库,株洲醴陵仓库,388.9
永州宁远仓库,衡阳衡山仓库,295.1
永州宁远仓库,国网湖南物资公司湘西周转库,513.5
永州宁远仓库,湘西凤凰仓库,480.8
永州宁远仓库,湘西古丈仓库,560.9
永州宁远仓库,怀化麻阳仓库,454.7
永州宁远仓库,湘西泸溪仓库,489.4
永州宁远仓库,湘西保靖仓库,598
永州宁远仓库,怀化沅陵仓库,487.9
永州宁远仓库,怀化辰溪仓库,460.9
永州宁远仓库,湘西永顺仓库,626.5
永州宁远仓库,张家界周转库,612.6
永州宁远仓库,怀化溆浦仓库,406.5
永州宁远仓库,湘西龙山仓库,687
永州宁远仓库,张家界桑植仓库,666.6
永州宁远仓库,国网湖南物资公司郴州周转库,132.8
永州宁远仓库,郴州苏仙仓库,135.6
永州宁远仓库,郴州北湖仓库,132.8
永州宁远仓库,郴州桂阳仓库,101.8
永州宁远仓库,郴州资兴仓库,176.6
永州宁远仓库,衡阳耒阳仓库,210.2
永州宁远仓库,郴州安仁仓库,264.8
永州宁远仓库,株洲茶陵仓库,290.8
永州宁远仓库,株洲炎陵仓库,325.6
永州宁远仓库,衡阳常宁仓库,168.2
永州宁远仓库,郴州桂东仓库,276.1
永州宁远仓库,国网湖南物资公司衡阳周转库,221.6
永州宁远仓库,株洲攸县仓库,302.4
永州宁远仓库,衡阳衡东仓库,270
永州宁远仓库,国网湖南物资公司怀化周转库,413.9
永州宁远仓库,国网怀化中方芙蓉路仓库,418.1
永州宁远仓库,怀化芷江仓库,415.1
永州宁远仓库,怀化洪江市仓库,411.3
永州宁远仓库,怀化洪江区仓库,414.8
永州宁远仓库,邵阳洞口仓库,303.7
永州宁远仓库,怀化会同仓库,460.8
永州宁远仓库,怀化新晃仓库,470.8
永州宁远仓库,怀化靖州仓库,433.2
永州宁远仓库,邵阳武冈仓库,323.5
永州宁远仓库,邵阳绥宁仓库,397.5
永州宁远仓库,怀化通道仓库,365.1
永州宁远仓库,邵阳城步仓库,380.2
永州宁远仓库,国网湖南物资公司岳阳周转库,528.6
永州宁远仓库,岳阳云溪仓库,526.4
永州宁远仓库,岳阳君山仓库,555.5
永州宁远仓库,岳阳临湘仓库,549.3
永州宁远仓库,岳阳县仓库,502.3
永州宁远仓库,岳阳华容仓库,545.1
永州宁远仓库,岳阳汨罗仓库,465.2
永州宁远仓库,岳阳湘阴仓库,441.1
永州宁远仓库,岳阳平江仓库,512.1
永州蓝山仓库,郴州嘉禾仓库,43.1
永州蓝山仓库,永州江华仓库,116
永州蓝山仓库,永州江永仓库,118.2
永州蓝山仓库,国网湖南物资公司长沙周转库,396
永州蓝山仓库,长沙县仓库,403.1
永州蓝山仓库,长沙望城仓库,397.1
永州蓝山仓库,长沙宁乡仓库,403.2
永州蓝山仓库,国网湖南物资公司株洲周转库,367.5
永州蓝山仓库,国网湖南物资公司湘潭周转库,342.5
永州蓝山仓库,湘潭韶山仓库,365.7
永州蓝山仓库,湘潭县仓库,337.7
永州蓝山仓库,国网湖南物资公司益阳周转库,436.8
永州蓝山仓库,湘潭湘乡仓库,339.3
永州蓝山仓库,长沙浏阳仓库,453.6
永州蓝山仓库,株洲醴陵仓库,383.5
永州蓝山仓库,衡阳衡山仓库,289.6
永州蓝山仓库,国网湖南物资公司湘西周转库,536.8
永州蓝山仓库,湘西凤凰仓库,504.2
永州蓝山仓库,湘西古丈仓库,584.2
永州蓝山仓库,怀化麻阳仓库,478.1
永州蓝山仓库,湘西泸溪仓库,512.7
永州蓝山仓库,湘西保靖仓库,621.3
永州蓝山仓库,怀化沅陵仓库,511.2
永州蓝山仓库,怀化辰溪仓库,484.2
永州蓝山仓库,湘西永顺仓库,649.8
永州蓝山仓库,张家界周转库,635.9
永州蓝山仓库,怀化溆浦仓库,429.8
永州蓝山仓库,湘西龙山仓库,710.3
永州蓝山仓库,张家界桑植仓库,690
永州蓝山仓库,国网湖南物资公司郴州周转库,127.4
永州蓝山仓库,郴州苏仙仓库,130.2
永州蓝山仓库,郴州北湖仓库,127.3
永州蓝山仓库,郴州桂阳仓库,84.9
永州蓝山仓库,郴州资兴仓库,171.1
永州蓝山仓库,衡阳耒阳仓库,204.7
永州蓝山仓库,郴州安仁仓库,259.3
永州蓝山仓库,株洲茶陵仓库,285.3
永州蓝山仓库,株洲炎陵仓库,320.1
永州蓝山仓库,衡阳常宁仓库,162.7
永州蓝山仓库,郴州桂东仓库,270.6
永州蓝山仓库,国网湖南物资公司衡阳周转库,216.1
永州蓝山仓库,株洲攸县仓库,296.9
永州蓝山仓库,衡阳衡东仓库,264.5
永州蓝山仓库,国网湖南物资公司怀化周转库,437.3
永州蓝山仓库,国网怀化中方芙蓉路仓库,441.4
永州蓝山仓库,怀化芷江仓库,438.4
永州蓝山仓库,怀化洪江市仓库,434.6
永州蓝山仓库,怀化洪江区仓库,438.1
永州蓝山仓库,邵阳洞口仓库,327
永州蓝山仓库,怀化会同仓库,478.3
永州蓝山仓库,怀化新晃仓库,494.1
永州蓝山仓库,怀化靖州仓库,464.7
永州蓝山仓库,邵阳武冈仓库,312.2
永州蓝山仓库,邵阳绥宁仓库,415.9
永州蓝山仓库,怀化通道仓库,396.6
永州蓝山仓库,邵阳城步仓库,404
永州蓝山仓库,国网湖南物资公司岳阳周转库,523.1
永州蓝山仓库,岳阳云溪仓库,521
永州蓝山仓库,岳阳君山仓库,550.1
永州蓝山仓库,岳阳临湘仓库,543.8
永州蓝山仓库,岳阳县仓库,496.8
永州蓝山仓库,岳阳华容仓库,568.4
永州蓝山仓库,岳阳汨罗仓库,459.7
永州蓝山仓库,岳阳湘阴仓库,435.6
永州蓝山仓库,岳阳平江仓库,506.6
郴州嘉禾仓库,永州江华仓库,124
郴州嘉禾仓库,永州江永仓库,126.2
郴州嘉禾仓库,国网湖南物资公司长沙周转库,354.9
郴州嘉禾仓库,长沙县仓库,361.9
郴州嘉禾仓库,长沙望城仓库,356
郴州嘉禾仓库,长沙宁乡仓库,362.1
郴州嘉禾仓库,国网湖南物资公司株洲周转库,326.3
郴州嘉禾仓库,国网湖南物资公司湘潭周转库,301.3
郴州嘉禾仓库,湘潭韶山仓库,324.5
郴州嘉禾仓库,湘潭县仓库,296.6
郴州嘉禾仓库,国网湖南物资公司益阳周转库,395.8
郴州嘉禾仓库,湘潭湘乡仓库,298.2
郴州嘉禾仓库,长沙浏阳仓库,412.4
郴州嘉禾仓库,株洲醴陵仓库,342.3
郴州嘉禾仓库,衡阳衡山仓库,248.4
郴州嘉禾仓库,国网湖南物资公司湘西周转库,545.1
郴州嘉禾仓库,湘西凤凰仓库,512.4
郴州嘉禾仓库,湘西古丈仓库,592.5
郴州嘉禾仓库,怀化麻阳仓库,486.4
郴州嘉禾仓库,湘西泸溪仓库,521
郴州嘉禾仓库,湘西保靖仓库,629.6
郴州嘉禾仓库,怀化沅陵仓库,519.5
郴州嘉禾仓库,怀化辰溪仓库,492.5
郴州嘉禾仓库,湘西永顺仓库,658.1
郴州嘉禾仓库,张家界周转库,644.2
郴州嘉禾仓库,怀化溆浦仓库,438.1
郴州嘉禾仓库,湘西龙山仓库,718.6
郴州嘉禾仓库,张家界桑植仓库,698.2
郴州嘉禾仓库,国网湖南物资公司郴州周转库,86.2
郴州嘉禾仓库,郴州苏仙仓库,89
郴州嘉禾仓库,郴州北湖仓库,86.1
郴州嘉禾仓库,郴州桂阳仓库,49.9
郴州嘉禾仓库,郴州资兴仓库,130
郴州嘉禾仓库,衡阳耒阳仓库,163.5
郴州嘉禾仓库,郴州安仁仓库,218.2
郴州嘉禾仓库,株洲茶陵仓库,244.2
郴州嘉禾仓库,株洲炎陵仓库,279
郴州嘉禾仓库,衡阳常宁仓库,121.5
郴州嘉禾仓库,郴州桂东仓库,229.4
郴州嘉禾仓库,国网湖南物资公司衡阳周转库,174.9
郴州嘉禾仓库,株洲攸县仓库,255.7
郴州嘉禾仓库,衡阳衡东仓库,223.3
郴州嘉禾仓库,国网湖南物资公司怀化周转库,445.5
郴州嘉禾仓库,国网怀化中方芙蓉路仓库,449.7
郴州嘉禾仓库,怀化芷江仓库,446.7
郴州嘉禾仓库,怀化洪江市仓库,442.9
郴州嘉禾仓库,怀化洪江区仓库,446.4
郴州嘉禾仓库,邵阳洞口仓库,335.3
郴州嘉禾仓库,怀化会同仓库,486.6
郴州嘉禾仓库,怀化新晃仓库,502.4
郴州嘉禾仓库,怀化靖州仓库,472.8
郴州嘉禾仓库,邵阳武冈仓库,320.5
郴州嘉禾仓库,邵阳绥宁仓库,424.2
郴州嘉禾仓库,怀化通道仓库,404.7
郴州嘉禾仓库,邵阳城步仓库,412.3
郴州嘉禾仓库,国网湖南物资公司岳阳周转库,481.9
郴州嘉禾仓库,岳阳云溪仓库,479.8
郴州嘉禾仓库,岳阳君山仓库,508.9
郴州嘉禾仓库,岳阳临湘仓库,502.7
郴州嘉禾仓库,岳阳县仓库,455.6
郴州嘉禾仓库,岳阳华容仓库,525.8
郴州嘉禾仓库,岳阳汨罗仓库,418.5
郴州嘉禾仓库,岳阳湘阴仓库,394.4
郴州嘉禾仓库,岳阳平江仓库,465.5
永州江华仓库,永州江永仓库,35.1
永州江华仓库,国网湖南物资公司长沙周转库,467
永州江华仓库,长沙县仓库,474.1
永州江华仓库,长沙望城仓库,468.1
永州江华仓库,长沙宁乡仓库,474.2
永州江华仓库,国网湖南物资公司株洲周转库,438.5
永州江华仓库,国网湖南物资公司湘潭周转库,413.5
永州江华仓库,湘潭韶山仓库,436.7
永州江华仓库,湘潭县仓库,408.7
永州江华仓库,国网湖南物资公司益阳周转库,507.8
永州江华仓库,湘潭湘乡仓库,410.3
永州江华仓库,长沙浏阳仓库,524.5
永州江华仓库,株洲醴陵仓库,454.4
永州江华仓库,衡阳衡山仓库,360.6
永州江华仓库,国网湖南物资公司湘西周转库,564.5
永州江华仓库,湘西凤凰仓库,531.8
永州江华仓库,湘西古丈仓库,611.9
永州江华仓库,怀化麻阳仓库,505.7
永州江华仓库,湘西泸溪仓库,562.1
永州江华仓库,湘西保靖仓库,649
永州江华仓库,怀化沅陵仓库,582.3
永州江华仓库,怀化辰溪仓库,533.6
永州江华仓库,湘西永顺仓库,677.5
永州江华仓库,张家界周转库,707
永州江华仓库,怀化溆浦仓库,500.9
永州江华仓库,湘西龙山仓库,738
永州江华仓库,张家界桑植仓库,761.1
永州江华仓库,国网湖南物资公司郴州周转库,198.3
永州江华仓库,郴州苏仙仓库,201.1
永州江华仓库,郴州北湖仓库,198.3
永州江华仓库,郴州桂阳仓库,167.3
